seed	rank	p	q	w01	w10	w11	log_ratio	t_H	m	float_deficit
650652	19	0.999998823609039414286	1.00255503195392928741e-07	0.999999898569469639759	0.973187501279314230219	0.999999964451890049118	-2.28826653804269906673e-18	0.999998478544392502428	0.999999898569554150065	-2.27682456221955931142e-18
650652	20	0.999994868009912253658	1.47763508529696705982e-06	0.999999958926048166958	0.990350258595415670979	0.999999961601475767558	-2.27052661583073369696e-18	0.999999383890918344404	0.999999958926049413628	-2.27682456221955931142e-18
650652	21	0.999997410539253094963	1.79538752665842949332e-06	0.999999922653490133228	0.974138417379426991508	0.999999930177715237256	-2.26842216495482222542e-18	0.999998839803551925996	0.999999922653528251228	-2.27682456221955931142e-18
650652	22	0.999999716109538053731	4.1545885041198085612e-07	0.999999934865429024387	0.966850129963566793767	0.999999933233799187179	-2.25417035998841640423e-18	0.99999902298222114388	0.999999934865451712185	-2.27682456221955931142e-18
650652	23	0.999997395214439798567	1.38599276292626081322e-06	0.999999912325942909839	0.978102892339152893344	0.99999990796403216345	-2.25068565486288363689e-18	0.999998684890417262154	0.999999912325974010504	-2.27682456221955931142e-18
650652	24	0.999999798467132557263	7.85720689208826635617e-08	0.999999925426015537583	0.882592377544201258147	0.999999937818926523041	-2.24673121454699731896e-18	0.999998881390914465565	0.999999925426022035586	-2.22261445359528408972e-18
650652	25	0.999997953279393225322	8.74426274747068045009e-07	0.9999999914638310773	0.981694571403797522531	0.999999969484025939338	-2.24510822156168292296e-18	0.999999871956419556429	0.99999999146376079384	-2.22261445359528408972e-18
650652	26	0.999994036894425223543	1.62133627601582687484e-06	0.999999817417115892219	0.962251067951600640811	0.999999878747115990198	-2.24090879361281312629e-18	0.999997261264690412842	0.999999817417412673048	-2.22261445359528408972e-18
650652	27	0.999999818141958167505	1.23680021136675162267e-06	0.999999999973992176501	0.99667183811974567045	0.999999923362184917292	-2.2395070974169685523e-18	0.999999999609662913887	0.999999999973977527737	-2.22261445359528408972e-18
650652	28	0.999988155330258849545	1.04676369065700495222e-06	0.999999898527102320579	0.990858645212175494959	0.999999901208846561423	-2.23889109330364315353e-18	0.999998477907985607364	0.999999898527126963464	-2.22261445359528408972e-18
650652	29	0.999998999884374837428	2.79265102226270270492e-07	0.999999957654844159015	0.983529928812083640904	0.999999918284493662308	-2.23754801048279845941e-18	0.999999364822368420446	0.99999995765481200971	-2.22261445359528408972e-18
650652	30	0.999997631053082941305	1.60983464590255487353e-06	0.999999929865944349613	0.963728004550127966151	0.999999984078006410541	-2.23569310965793657941e-18	0.999998947991226747229	0.999999929866047351909	-2.22261445359528408972e-18
650652	31	0.999997437200094715785	3.7151705026144775969e-08	0.999999854753846439026	0.963131745185655669924	0.999999847223203067387	-2.22841981392933437619e-18	0.999997821309650505221	0.999999854753829025438	-2.22261445359528408972e-18
