x	y	r	h	numerator	denominator
1	1	15	9	22874425	256
1	1	15	11	-2416055	128
1	1	15	13	140295	64
1	1	15	15	-16405	512
1	1	16	6	-7425	128
1	1	16	8	2288385	256
1	1	16	10	-18911315	256
1	1	16	12	3893645	256
1	1	16	14	-235905	256
1	1	17	7	66825	512
1	1	17	9	-2583735	256
1	1	17	11	23046815	512
1	1	17	13	-1807595	256
1	1	17	15	87775	512
1	1	18	8	-13365	64
1	1	18	10	2147475	256
1	1	18	12	-10098945	512
1	1	18	14	471555	256
1	1	19	9	31185	128
1	1	19	11	-1304325	256
1	1	19	13	3021605	512
1	1	19	15	-54065	256
1	1	20	10	-13365	64
1	1	20	12	1129425	512
1	1	20	14	-554295	512
1	1	21	11	66825	512
1	1	21	13	-330935	512
1	1	21	15	11785	128
1	1	22	12	-7425	128
1	1	22	14	58935	512
1	1	23	13	4455	256
1	1	23	15	-4825	512
1	1	24	14	-405	128
1	1	25	15	135	512
1	2	1	3	-785	512
1	2	2	4	6975	512
1	2	3	3	-1105	64
1	2	3	5	-36995	512
1	2	4	4	64035	512
1	2	4	6	108795	512
1	2	5	3	-40285	512
1	2	5	5	-296145	512
1	2	5	7	-21955	64
1	2	6	4	164765	256
1	2	6	6	712605	512
1	2	6	8	25315	256
1	2	7	3	-8425	64
1	2	7	5	-423845	128
1	2	7	7	-921215	512
1	2	7	9	193565	256
1	2	8	4	207595	256
1	2	8	6	2499725	256
1	2	8	8	-22365	256
1	2	8	10	-381365	256
1	2	9	3	-73835	512
1	2	9	5	-581225	256
1	2	9	7	-8604725	512
1	2	9	9	1523215	256
1	2	9	11	408255	512
1	2	10	4	804275	512
1	2	10	6	779385	256
1	2	10	8	2304395	128
1	2	10	10	-3251695	256
1	2	10	12	382555	512
1	2	11	3	435	32
1	2	11	5	-4037915	512
1	2	11	7	709865	256
1	2	11	9	-860905	64
1	2	11	11	3404385	256
1	2	11	13	-505815	512
1	2	12	4	-77945	512
1	2	12	6	12382455	512
