x	y	r	h	numerator	denominator
1	8	5	0	-6365	3888
1	8	5	2	-510515	3888
1	8	5	4	22505455	10368
1	8	6	0	-6125	15552
1	8	6	2	-23845	1296
1	8	6	4	-7047695	5184
1	8	6	6	65179225	3456
1	8	6	8	-4144962455	147456
1	8	7	2	10885	216
1	8	7	4	32455	324
1	8	7	6	1118965	864
1	8	8	2	-364265	15552
1	8	8	4	-596665	1296
1	8	8	6	-914245	144
1	8	8	8	15300415	768
1	8	8	10	-552818155	16384
1	8	9	4	49075	162
1	8	9	6	11305	27
1	8	9	8	9522715	1152
1	8	10	4	-39535	1728
1	8	10	6	-74195	144
1	8	10	8	-111845	128
1	8	10	10	-288305	256
1	8	10	12	84575205	16384
1	8	11	6	1195	24
1	8	11	8	4535	16
1	8	11	10	-112305	64
1	8	12	6	-595	192
1	8	12	8	745	24
1	8	12	10	13425	64
1	8	12	14	-4613895	16384
1	8	13	8	-25	16
1	8	13	10	-375	16
1	8	13	12	7425	128
1	9	0	0	-11626945	62208
1	9	0	2	3482602775	3981312
1	9	1	0	-1903135	62208
1	9	2	0	1564355	31104
1	9	2	2	-122737075	62208
1	9	2	4	5954487025	1327104
1	9	3	0	985	48
1	9	3	2	-8479745	31104
1	9	4	0	12415	432
1	9	4	2	12668605	15552
1	9	4	4	-28860125	3456
1	9	4	6	2253109145	147456
1	9	5	0	68305	7776
1	9	5	2	452315	1728
1	9	5	4	-15479105	6912
1	9	6	0	-18275	15552
1	9	6	2	-3905	144
1	9	6	4	13139285	5184
1	9	6	6	-23076025	1152
1	9	6	8	3092011615	147456
1	9	7	0	-575	486
1	9	7	2	-80525	1944
1	9	7	4	259235	432
1	9	7	6	-710225	576
1	9	8	2	1447285	15552
1	9	8	4	226585	1296
1	9	8	6	2411815	288
1	9	8	8	-5567975	256
1	9	8	10	423951815	16384
1	9	9	2	-20315	1944
1	9	9	4	-929405	1296
1	9	9	6	134395	288
1	9	9	8	-21366835	2304
1	9	10	4	190855	1728
1	9	10	6	138125	144
1	9	10	8	465815	384
1	9	10	10	318675	256
1	9	10	12	-64909845	16384
1	9	11	4	-2465	324
1	9	11	6	-10825	72
1	9	11	8	-12845	24
1	9	11	10	258125	128
1	9	12	6	1365	64
1	9	12	8	-1715	24
1	9	12	10	-18585	64
1	9	12	14	3558555	16384
1	9	13	6	-25	72
1	9	13	8	175	32
1	9	13	10	2625	64
