e	T1	T2	T3	C1	C2	numerator	denominator
0	0	0	0	1	7	-45	1
0	0	0	0	3	6	-120	1
0	0	0	0	5	5	-108	1
0	0	0	0	7	4	360	1
0	0	0	0	9	3	-265	1
0	0	0	0	11	2	90	1
0	0	0	0	13	1	-15	1
0	0	0	0	15	0	16333	16384
0	0	0	1	0	6	270	1
0	0	0	1	2	5	1530	1
0	0	0	1	4	4	1050	1
0	0	0	1	6	3	-2820	1
0	0	0	1	8	2	1575	1
0	0	0	1	10	1	-360	1
0	0	0	1	12	0	30	1
0	0	0	2	1	4	-6075	1
0	0	0	2	3	3	-10260	1
0	0	0	2	5	2	12195	1
0	0	0	2	7	1	-3990	1
0	0	0	2	9	0	420	1
0	0	0	3	0	3	7290	1
0	0	0	3	2	2	24300	1
0	0	0	3	4	1	-13770	1
0	0	0	3	6	0	1890	1
0	0	0	4	1	1	-32805	1
0	0	0	4	3	0	7290	1
0	0	0	5	0	0	19683	1
0	0	1	1	0	5	-540	1
0	0	1	1	2	4	-315	1
0	0	1	1	4	3	6600	1
0	0	1	1	6	2	-6225	1
0	0	1	1	8	1	1950	1
0	0	1	1	10	0	-200	1
0	0	1	2	1	3	7290	1
0	0	1	2	3	2	-19710	1
0	0	1	2	5	1	10170	1
0	0	1	2	7	0	-1440	1
0	0	1	3	0	2	-10935	1
0	0	1	3	2	1	12150	1
0	0	1	3	4	0	-2835	1
0	0	2	0	1	5	360	1
0	0	2	0	3	4	-125	1
0	0	2	0	5	3	-1845	1
0	0	2	0	7	2	1525	1
0	0	2	0	9	1	-425	1
0	0	2	0	11	0	40	1
0	0	2	1	0	4	-405	1
0	0	2	1	2	3	-2790	1
0	0	2	1	4	2	9825	1
0	0	2	1	6	1	-4930	1
0	0	2	1	8	0	665	1
0	0	2	2	1	2	3645	1
0	0	2	2	3	1	-4860	1
0	0	2	2	5	0	990	1
0	0	3	0	1	4	-540	1
0	0	3	0	3	3	550	1
0	0	3	0	5	2	-1560	1
0	0	3	0	7	1	760	1
0	0	3	0	9	0	-100	1
0	0	3	1	0	3	1620	1
0	0	3	1	2	2	405	1
0	0	3	1	4	1	600	1
0	0	3	1	6	0	-220	1
0	0	3	2	1	1	-4860	1
0	0	3	2	3	0	1080	1
0	0	3	3	0	0	3645	1
0	0	4	0	1	3	135	1
0	0	4	0	3	2	-105	1
0	0	4	0	5	1	-260	1
0	0	4	0	7	0	70	1
0	0	4	1	0	2	-1080	1
0	0	4	1	2	1	1170	1
0	0	4	1	4	0	-240	1
0	0	5	0	1	2	180	1
0	0	5	0	3	1	-220	1
0	0	5	0	5	0	40	1
0	0	6	0	1	1	-90	1
0	0	6	0	3	0	20	1
0	0	6	1	0	0	135	1
0	1	0	1	1	5	360	1
0	1	0	1	3	4	3720	1
0	1	0	1	5	3	-6470	1
0	1	0	1	7	2	3740	1
0	1	0	1	9	1	-910	1
0	1	0	1	11	0	80	1
0	1	0	2	2	3	-25110	1
0	1	0	2	4	2	27585	1
0	1	0	2	6	1	-9660	1
0	1	0	2	8	0	1085	1
0	1	0	3	1	2	19440	1
0	1	0	3	3	1	-12960	1
0	1	0	3	5	0	2160	1
0	1	1	0	0	6	-90	1
0	1	1	0	2	5	-870	1
0	1	1	0	4	4	-1730	1
0	1	1	0	6	3	3060	1
0	1	1	0	8	2	-1605	1
0	1	1	0	10	1	360	1
0	1	1	0	12	0	-30	1
0	1	1	1	1	4	5670	1
0	1	1	1	3	3	27150	1
0	1	1	1	5	2	-30980	1
0	1	1	1	7	1	10510	1
0	1	1	1	9	0	-1140	1
0	1	1	2	0	3	-7290	1
0	1	1	2	2	2	-58320	1
0	1	1	2	4	1	35730	1
0	1	1	2	6	0	-5310	1
0	1	1	3	1	1	53460	1
0	1	1	3	3	0	-12960	1
0	1	1	4	0	0	-32805	1
0	1	2	0	0	5	180	1
0	1	2	0	2	4	125	1
0	1	2	0	4	3	-6880	1
0	1	2	0	6	2	6325	1
0	1	2	0	8	1	-1950	1
0	1	2	0	10	0	200	1
0	1	2	1	1	3	-8280	1
0	1	2	1	3	2	35160	1
0	1	2	1	5	1	-19740	1
0	1	2	1	7	0	2900	1
0	1	2	2	0	2	10935	1
0	1	2	2	2	1	-17820	1
0	1	2	2	4	0	4500	1
0	1	3	0	0	4	135	1
0	1	3	0	2	3	1830	1
0	1	3	0	4	2	-9305	1
0	1	3	0	6	1	4850	1
0	1	3	0	8	0	-665	1
0	1	3	1	1	2	-1890	1
0	1	3	1	3	1	6270	1
0	1	3	1	5	0	-1480	1
0	1	4	0	0	3	-540	1
0	1	4	0	2	2	-555	1
0	1	4	0	4	1	-860	1
0	1	4	0	6	0	280	1
0	1	4	1	1	1	4140	1
0	1	4	1	3	0	-960	1
0	1	4	2	0	0	-3645	1
0	1	5	0	0	2	360	1
0	1	5	0	2	1	-530	1
0	1	5	0	4	0	110	1
0	1	7	0	0	0	-45	1
0	2	0	1	0	5	540	1
0	2	0	1	2	4	4680	1
0	2	0	1	4	3	-11190	1
0	2	0	1	6	2	7700	1
0	2	0	1	8	1	-2100	1
0	2	0	1	10	0	200	1
0	2	0	2	1	3	-26325	1
0	2	0	2	3	2	35100	1
0	2	0	2	5	1	-13905	1
0	2	0	2	7	0	1700	1
0	2	0	3	0	2	15795	1
0	2	0	3	2	1	-12150	1
0	2	0	3	4	0	2295	1
0	2	1	0	1	5	-530	1
0	2	1	0	3	4	-2520	1
0	2	1	0	5	3	5560	1
0	2	1	0	7	2	-3470	1
0	2	1	0	9	1	880	1
0	2	1	0	11	0	-80	1
0	2	1	1	0	4	315	1
0	2	1	1	2	3	39990	1
0	2	1	1	4	2	-52470	1
0	2	1	1	6	1	20250	1
0	2	1	1	8	0	-2415	1
0	2	1	2	1	2	-40500	1
0	2	1	2	3	1	29970	1
0	2	1	2	5	0	-5160	1
0	2	2	0	1	4	-555	1
0	2	2	0	3	3	-15990	1
0	2	2	0	5	2	18125	1
0	2	2	0	7	1	-6380	1
0	2	2	0	9	0	720	1
0	2	2	1	0	3	90	1
0	2	2	1	2	2	52230	1
0	2	2	1	4	1	-34990	1
0	2	2	1	6	0	5620	1
0	2	2	2	1	1	-34425	1
0	2	2	2	3	0	9360	1
0	2	2	3	0	0	20655	1
0	2	3	0	1	3	1830	1
0	2	3	0	3	2	-16520	1
0	2	3	0	5	1	10230	1
0	2	3	0	7	0	-1580	1
0	2	3	1	0	2	-2115	1
0	2	3	1	2	1	10110	1
0	2	3	1	4	0	-2835	1
0	2	4	0	1	2	125	1
0	2	4	0	3	1	-2480	1
0	2	4	0	5	0	650	1
0	2	5	0	1	1	-870	1
0	2	5	0	3	0	180	1
0	2	5	1	0	0	1170	1
0	3	0	0	0	6	20	1
0	3	0	0	2	5	180	1
0	3	0	0	4	4	690	1
0	3	0	0	6	3	-1060	1
0	3	0	0	8	2	540	1
0	3	0	0	10	1	-120	1
0	3	0	0	12	0	11495	1152
0	3	0	1	1	4	930	1
0	3	0	1	3	3	-14480	1
0	3	0	1	5	2	13980	1
0	3	0	1	7	1	-4520	1
0	3	0	1	9	0	480	1
0	3	0	2	0	3	-4320	1
0	3	0	2	2	2	26460	1
0	3	0	2	4	1	-14520	1
0	3	0	2	6	0	2080	1
0	3	0	3	1	1	-12960	1
0	3	0	3	3	0	3240	1
0	3	0	4	0	0	7290	1
0	3	1	0	0	5	-220	1
0	3	1	0	2	4	-2480	1
0	3	1	0	4	3	8950	1
0	3	1	0	6	2	-6900	1
0	3	1	0	8	1	2000	1
0	3	1	0	10	0	-200	1
0	3	1	1	1	3	31260	1
0	3	1	1	3	2	-58700	1
0	3	1	1	5	1	27250	1
0	3	1	1	7	0	-3660	1
0	3	1	2	0	2	-23355	1
0	3	1	2	2	1	23490	1
0	3	1	2	4	0	-4965	1
0	3	2	0	0	4	-105	1
0	3	2	0	2	3	-16520	1
0	3	2	0	4	2	27125	1
0	3	2	0	6	1	-11570	1
0	3	2	0	8	0	1470	1
0	3	2	1	1	2	28110	1
0	3	2	1	3	1	-26460	1
0	3	2	1	5	0	5020	1
0	3	3	0	0	3	550	1
0	3	3	0	2	2	-15990	1
0	3	3	0	4	1	12590	1
0	3	3	0	6	0	-2240	1
0	3	3	1	1	1	11040	1
0	3	3	1	3	0	-3500	1
0	3	3	2	0	0	-6075	1
0	3	4	0	0	2	-125	1
0	3	4	0	2	1	-2520	1
0	3	4	0	4	0	770	1
0	3	6	0	0	0	-120	1
0	4	0	0	1	5	110	1
0	4	0	0	3	4	770	1
0	4	0	0	5	3	-1470	1
0	4	0	0	7	2	880	1
0	4	0	0	9	1	-220	1
0	4	0	0	11	0	137975	6912
0	4	0	1	0	4	570	1
0	4	0	1	2	3	-13810	1
0	4	0	1	4	2	16730	1
0	4	0	1	6	1	-6260	1
0	4	0	1	8	0	735	1
0	4	0	2	1	2	12015	1
0	4	0	2	3	1	-8640	1
0	4	0	2	5	0	1460	1
0	4	1	0	1	4	-860	1
0	4	1	0	3	3	12590	1
0	4	1	0	5	2	-12770	1
0	4	1	0	7	1	4320	1
0	4	1	0	9	0	-480	1
0	4	1	1	0	3	5220	1
0	4	1	1	2	2	-42495	1
0	4	1	1	4	1	26290	1
0	4	1	1	6	0	-4080	1
0	4	1	2	1	1	19080	1
0	4	1	2	3	0	-5280	1
0	4	1	3	0	0	-10125	1
0	4	2	0	1	3	-9305	1
0	4	2	0	3	2	27125	1
0	4	2	0	5	1	-14450	1
0	4	2	0	7	0	2100	1
0	4	2	1	0	2	11115	1
0	4	2	1	2	1	-17980	1
0	4	2	1	4	0	4290	1
0	4	3	0	1	2	-6880	1
0	4	3	0	3	1	8950	1
0	4	3	0	5	0	-1900	1
0	4	4	0	1	1	-1730	1
0	4	4	0	3	0	690	1
0	4	4	1	0	0	930	1
0	5	0	0	0	5	40	1
0	5	0	0	2	4	650	1
0	5	0	0	4	3	-1900	1
0	5	0	0	6	2	1400	1
0	5	0	0	8	1	-400	1
0	5	0	0	10	0	207005	5184
0	5	0	1	1	3	-8270	1
0	5	0	1	3	2	14240	1
0	5	0	1	5	1	-6380	1
0	5	0	1	7	0	840	1
0	5	0	2	0	2	5265	1
0	5	0	2	2	1	-4980	1
0	5	0	2	4	0	1010	1
0	5	1	0	0	4	-260	1
0	5	1	0	2	3	10230	1
0	5	1	0	4	2	-14450	1
0	5	1	0	6	1	5880	1
0	5	1	0	8	0	-735	1
0	5	1	1	1	2	-16940	1
0	5	1	1	3	1	14690	1
0	5	1	1	5	0	-2700	1
0	5	2	0	0	3	-1560	1
0	5	2	0	2	2	18125	1
0	5	2	0	4	1	-12770	1
0	5	2	0	6	0	2160	1
0	5	2	1	1	1	-11700	1
0	5	2	1	3	0	3600	1
0	5	2	2	0	0	5850	1
0	5	3	0	0	2	-1845	1
0	5	3	0	2	1	5560	1
0	5	3	0	4	0	-1470	1
0	5	5	0	0	0	-108	1
0	6	0	0	1	4	280	1
0	6	0	0	3	3	-2240	1
0	6	0	0	5	2	2160	1
0	6	0	0	7	1	-720	1
0	6	0	0	9	0	2484415	31104
0	6	0	1	0	3	-1400	1
0	6	0	1	2	2	7840	1
0	6	0	1	4	1	-4700	1
0	6	0	1	6	0	720	1
0	6	0	2	1	1	-2625	1
0	6	0	2	3	0	740	1
0	6	0	3	0	0	1215	1
0	6	1	0	1	3	4850	1
0	6	1	0	3	2	-11570	1
0	6	1	0	5	1	5880	1
0	6	1	0	7	0	-840	1
0	6	1	1	0	2	-5430	1
0	6	1	1	2	1	7670	1
0	6	1	1	4	0	-1750	1
0	6	2	0	1	2	6325	1
0	6	2	0	3	1	-6900	1
0	6	2	0	5	0	1400	1
0	6	3	0	1	1	3060	1
0	6	3	0	3	0	-1060	1
0	6	3	1	0	0	-1925	1
0	7	0	0	0	4	70	1
0	7	0	0	2	3	-1580	1
0	7	0	0	4	2	2100	1
0	7	0	0	6	1	-840	1
0	7	0	0	8	0	611465	5832
0	7	0	1	1	2	2600	1
0	7	0	1	3	1	-2200	1
0	7	0	1	5	0	400	1
0	7	1	0	0	3	760	1
0	7	1	0	2	2	-6380	1
0	7	1	0	4	1	4320	1
0	7	1	0	6	0	-720	1
0	7	1	1	1	1	3710	1
0	7	1	1	3	0	-1140	1
0	7	1	2	0	0	-1605	1
0	7	2	0	0	2	1525	1
0	7	2	0	2	1	-3470	1
0	7	2	0	4	0	880	1
0	7	4	0	0	0	360	1
0	8	0	0	1	3	-665	1
0	8	0	0	3	2	1470	1
0	8	0	0	5	1	-735	1
0	8	0	0	7	0	611495	5832
0	8	0	1	0	2	715	1
0	8	0	1	2	1	-980	1
0	8	0	1	4	0	220	1
0	8	1	0	1	2	-1950	1
0	8	1	0	3	1	2000	1
0	8	1	0	5	0	-400	1
0	8	2	0	1	1	-1605	1
0	8	2	0	3	0	540	1
0	8	2	1	0	0	945	1
0	9	0	0	0	3	-100	1
0	9	0	0	2	2	720	1
0	9	0	0	4	1	-480	1
0	9	0	0	6	0	232955	2916
0	9	0	1	1	1	-390	1
0	9	0	1	3	0	120	1
0	9	0	2	0	0	145	1
0	9	1	0	0	2	-425	1
0	9	1	0	2	1	880	1
0	9	1	0	4	0	-220	1
0	9	3	0	0	0	-265	1
0	10	0	0	1	2	200	1
0	10	0	0	3	1	-200	1
0	10	0	0	5	0	29120	729
0	10	1	0	1	1	360	1
0	10	1	0	3	0	-120	1
0	10	1	1	0	0	-195	1
0	11	0	0	0	2	40	1
0	11	0	0	2	1	-80	1
0	11	0	0	4	0	14560	729
0	11	2	0	0	0	90	1
0	12	0	0	1	1	-30	1
0	12	0	0	3	0	7280	729
0	12	0	1	0	0	15	1
0	13	1	0	0	0	-15	1
0	15	0	0	0	0	728	729
1	0	0	0	0	7	90	1
1	0	0	0	2	6	495	1
1	0	0	0	4	5	-330	1
1	0	0	0	6	4	55	1
1	0	0	0	14	0	-155	8192
1	0	0	1	1	5	-5040	1
1	0	0	1	3	4	510	1
1	0	0	1	5	3	780	1
1	0	0	1	7	2	-150	1
1	0	0	2	0	4	12150	1
1	0	0	2	2	3	8100	1
1	0	0	2	4	2	-5850	1
1	0	0	2	6	1	1590	1
1	0	0	2	8	0	-210	1
1	0	0	3	1	2	-60750	1
1	0	0	3	3	1	22680	1
1	0	0	3	5	0	-2430	1
1	0	0	4	0	1	65610	1
1	0	0	4	2	0	-10935	1
1	0	1	1	1	4	3960	1
1	0	1	1	3	3	-510	1
1	0	1	1	5	2	-1350	1
1	0	1	1	7	1	510	1
1	0	1	1	9	0	-50	1
1	0	1	2	0	3	-14580	1
1	0	1	2	2	2	-810	1
1	0	1	2	4	1	900	1
1	0	1	2	6	0	90	1
1	0	1	3	1	1	2430	1
1	0	1	3	3	0	810	1
1	0	2	0	0	5	-720	1
1	0	2	0	2	4	-690	1
1	0	2	0	4	3	1390	1
1	0	2	0	6	2	-290	1
1	0	2	0	8	1	-60	1
1	0	2	0	10	0	15	1
1	0	2	1	1	3	7380	1
1	0	2	1	3	2	-390	1
1	0	2	1	5	1	-1920	1
1	0	2	1	7	0	390	1
1	0	2	2	0	2	-7290	1
1	0	2	2	2	1	2430	1
1	0	2	2	4	0	90	1
1	0	3	0	0	4	1080	1
1	0	3	0	2	3	-420	1
1	0	3	0	4	2	-930	1
1	0	3	0	6	1	800	1
1	0	3	0	8	0	-140	1
1	0	3	1	1	2	-6480	1
1	0	3	1	3	1	4020	1
1	0	3	1	5	0	-720	1
1	0	3	2	0	1	9720	1
1	0	3	2	2	0	-1620	1
1	0	4	0	0	3	-270	1
1	0	4	0	2	2	405	1
1	0	4	0	4	1	-940	1
1	0	4	0	6	0	230	1
1	0	4	1	1	1	180	1
1	0	4	1	3	0	210	1
1	0	5	0	0	2	-360	1
1	0	5	0	2	1	240	1
1	0	5	0	4	0	-20	1
1	0	6	0	0	1	180	1
1	0	6	0	2	0	-30	1
1	1	0	1	0	5	360	1
1	1	0	1	2	4	1890	1
1	1	0	1	4	3	-2260	1
1	1	0	1	6	2	440	1
1	1	0	1	8	1	120	1
1	1	0	1	10	0	-30	1
1	1	0	2	1	3	-23490	1
1	1	0	2	3	2	7470	1
1	1	0	2	5	1	3420	1
1	1	0	2	7	0	-980	1
1	1	0	3	0	2	19440	1
1	1	0	3	4	0	-2160	1
1	1	1	0	1	5	1860	1
1	1	1	0	3	4	-230	1
1	1	1	0	5	3	-260	1
1	1	1	0	7	2	50	1
1	1	1	1	0	4	-6480	1
1	1	1	1	2	3	-3600	1
1	1	1	1	4	2	3410	1
1	1	1	1	6	1	-1500	1
1	1	1	1	8	0	250	1
1	1	1	2	1	2	46170	1
1	1	1	2	3	1	-23940	1
1	1	1	2	5	0	3870	1
1	1	1	3	0	1	-77760	1
1	1	1	3	2	0	14580	1
1	1	2	0	1	4	-740	1
1	1	2	0	3	3	1090	1
1	1	2	0	5	2	370	1
1	1	2	0	7	1	-350	1
1	1	2	0	9	0	50	1
1	1	2	1	0	3	6300	1
1	1	2	1	2	2	10170	1
1	1	2	1	4	1	-5340	1
1	1	2	1	6	0	560	1
1	1	2	2	1	1	-6480	1
1	1	2	2	3	0	180	1
1	1	3	0	1	3	-4080	1
1	1	3	0	3	2	-470	1
1	1	3	0	5	1	2220	1
1	1	3	0	7	0	-470	1
1	1	3	1	0	2	5400	1
1	1	3	1	2	1	1800	1
1	1	3	1	4	0	-1130	1
1	1	4	0	1	2	2940	1
1	1	4	0	3	1	-3620	1
1	1	4	0	5	0	820	1
1	1	4	1	0	1	-5580	1
1	1	4	1	2	0	1260	1
1	1	5	0	1	1	20	1
1	1	5	0	3	0	-90	1
1	2	0	1	1	4	-1170	1
1	2	0	1	3	3	960	1
1	2	0	1	5	2	-1380	1
1	2	0	1	7	1	700	1
1	2	0	1	9	0	-100	1
1	2	0	2	0	3	-810	1
1	2	0	2	2	2	-12555	1
1	2	0	2	4	1	11070	1
1	2	0	2	6	0	-2005	1
1	2	0	3	1	1	7290	1
1	2	0	3	3	0	-2970	1
1	2	1	0	0	5	640	1
1	2	1	0	2	4	-100	1
1	2	1	0	4	3	-260	1
1	2	1	0	6	2	60	1
1	2	1	1	1	3	10770	1
1	2	1	1	3	2	-450	1
1	2	1	1	5	1	-4170	1
1	2	1	1	7	0	930	1
1	2	1	2	0	2	-16200	1
1	2	1	2	2	1	-8100	1
1	2	1	2	4	0	4170	1
1	2	2	0	0	4	-150	1
1	2	2	0	2	3	2040	1
1	2	2	0	4	2	160	1
1	2	2	0	6	1	-570	1
1	2	2	0	8	0	100	1
1	2	2	1	1	2	-3000	1
1	2	2	1	3	1	4820	1
1	2	2	1	5	0	-1270	1
1	2	2	2	0	1	25110	1
1	2	2	2	2	0	-6345	1
1	2	3	0	0	3	-960	1
1	2	3	0	2	2	-4080	1
1	2	3	0	4	1	4300	1
1	2	3	0	6	0	-830	1
1	2	3	1	1	1	4920	1
1	2	3	1	3	0	-1230	1
1	2	4	0	0	2	-190	1
1	2	4	0	2	1	-2510	1
1	2	4	0	4	0	770	1
1	2	5	0	0	1	660	1
1	2	5	0	2	0	-330	1
1	3	0	0	1	5	-480	1
1	3	0	0	3	4	160	1
1	3	0	0	11	0	-335	2304
1	3	0	1	0	4	1740	1
1	3	0	1	2	3	600	1
1	3	0	1	4	2	-2160	1
1	3	0	1	6	1	1260	1
1	3	0	1	8	0	-200	1
1	3	0	2	1	2	-16740	1
1	3	0	2	3	1	11580	1
1	3	0	2	5	0	-2040	1
1	3	0	3	0	1	16200	1
1	3	0	3	2	0	-3240	1
1	3	1	0	1	4	210	1
1	3	1	0	3	3	-580	1
1	3	1	0	5	2	140	1
1	3	1	1	0	3	-60	1
1	3	1	1	2	2	7140	1
1	3	1	1	4	1	-8060	1
1	3	1	1	6	0	1630	1
1	3	1	2	1	1	-7830	1
1	3	1	2	3	0	3630	1
1	3	2	0	1	3	1700	1
1	3	2	0	3	2	240	1
1	3	2	0	5	1	-930	1
1	3	2	0	7	0	190	1
1	3	2	1	0	2	2460	1
1	3	2	1	2	1	3840	1
1	3	2	1	4	0	-1360	1
1	3	3	0	1	2	-3180	1
1	3	3	0	3	1	3900	1
1	3	3	0	5	0	-850	1
1	3	3	1	0	1	-300	1
1	3	3	1	2	0	540	1
1	3	4	0	1	1	-1570	1
1	3	4	0	3	0	560	1
1	4	0	0	0	5	-130	1
1	4	0	0	2	4	25	1
1	4	0	0	4	3	20	1
1	4	0	0	10	0	-3815	13824
1	4	0	1	1	3	-2300	1
1	4	0	1	3	2	-1420	1
1	4	0	1	5	1	1980	1
1	4	0	1	7	0	-380	1
1	4	0	2	0	2	2700	1
1	4	0	2	2	1	3510	1
1	4	0	2	4	0	-1340	1
1	4	1	0	0	4	-260	1
1	4	1	0	2	3	-660	1
1	4	1	0	4	2	210	1
1	4	1	1	1	2	7530	1
1	4	1	1	3	1	-8450	1
1	4	1	1	5	0	1810	1
1	4	1	2	0	1	-11700	1
1	4	1	2	2	0	3240	1
1	4	2	0	0	3	520	1
1	4	2	0	2	2	990	1
1	4	2	0	4	1	-1270	1
1	4	2	0	6	0	250	1
1	4	2	1	1	1	1480	1
1	4	2	1	3	0	-820	1
1	4	3	0	0	2	-280	1
1	4	3	0	2	1	1900	1
1	4	3	0	4	0	-550	1
1	4	4	0	0	1	-680	1
1	4	4	0	2	0	340	1
1	5	0	0	1	4	20	1
1	5	0	0	3	3	20	1
1	5	0	0	9	0	-1325	2592
1	5	0	1	0	3	-260	1
1	5	0	1	2	2	-2820	1
1	5	0	1	4	1	2660	1
1	5	0	1	6	0	-500	1
1	5	0	2	1	1	2460	1
1	5	0	2	3	0	-940	1
1	5	1	0	1	3	-320	1
1	5	1	0	3	2	140	1
1	5	1	1	0	2	-740	1
1	5	1	1	2	1	-3820	1
1	5	1	1	4	0	1190	1
1	5	2	0	1	2	590	1
1	5	2	0	3	1	-850	1
1	5	2	0	5	0	190	1
1	5	2	1	0	1	1800	1
1	5	2	1	2	0	-900	1
1	5	3	0	1	1	960	1
1	5	3	0	3	0	-320	1
1	6	0	0	0	4	60	1
1	6	0	0	2	3	20	1
1	6	0	0	8	0	-14425	15552
1	6	0	1	1	2	-1630	1
1	6	0	1	3	1	1820	1
1	6	0	1	5	0	-380	1
1	6	0	2	0	1	1290	1
1	6	0	2	2	0	-405	1
1	6	1	0	0	3	-80	1
1	6	1	0	2	2	90	1
1	6	1	1	1	1	-1850	1
1	6	1	1	3	0	670	1
1	6	2	0	0	2	100	1
1	6	2	0	2	1	-350	1
1	6	2	0	4	0	100	1
1	6	3	0	0	1	240	1
1	6	3	0	2	0	-120	1
1	7	0	0	1	3	20	1
1	7	0	0	7	0	-3235	2916
1	7	0	1	0	2	-40	1
1	7	0	1	2	1	700	1
1	7	0	1	4	0	-200	1
1	7	1	0	1	2	30	1
1	7	1	1	0	1	-580	1
1	7	1	1	2	0	290	1
1	7	2	0	1	1	-150	1
1	7	2	0	3	0	50	1
1	8	0	0	6	0	-5755	5832
1	8	0	1	1	1	300	1
1	8	0	1	3	0	-100	1
1	8	2	0	0	1	-30	1
1	8	2	0	2	0	15	1
1	9	0	0	5	0	-35	54
1	9	0	1	0	1	60	1
1	9	0	1	2	0	-30	1
1	10	0	0	4	0	-200	729
1	11	0	0	3	0	-80	729
1	12	0	0	2	0	-10	243
2	0	0	0	1	6	-1170	1
2	0	0	0	3	5	-690	1
2	0	0	0	5	4	1080	1
2	0	0	0	7	3	-360	1
2	0	0	0	9	2	40	1
2	0	0	0	13	0	-275	2048
2	0	0	1	0	5	6390	1
2	0	0	1	2	4	12285	1
2	0	0	1	4	3	-7500	1
2	0	0	1	6	2	525	1
2	0	0	1	8	1	300	1
2	0	0	1	10	0	-45	1
2	0	0	2	1	3	-70875	1
2	0	0	2	3	2	19080	1
2	0	0	2	5	1	2115	1
2	0	0	2	7	0	-615	1
2	0	0	3	0	2	89910	1
2	0	0	3	2	1	-7290	1
2	0	0	3	4	0	-2430	1
