a0	a1	a2	a5	a3	a4	coefficient
0	0	5	0	4	6	50
0	4	0	0	5	6	40
1	2	1	0	5	6	320
0	3	1	0	5	6	140
1	1	2	0	5	6	320
0	2	2	0	5	6	40
0	1	3	0	5	6	140
0	0	4	0	5	6	40
3	0	0	0	6	6	1770
0	3	0	0	6	6	120
0	0	3	0	6	6	120
0	0	0	0	9	6	40
4	4	0	0	0	7	20
3	5	0	0	0	7	100
0	8	0	0	0	7	105
5	2	1	0	0	7	70
4	3	1	0	0	7	10
3	4	1	0	0	7	50
2	5	1	0	0	7	190
5	1	2	0	0	7	70
4	2	2	0	0	7	155
3	3	2	0	0	7	120
2	4	2	0	0	7	145
1	5	2	0	0	7	190
4	1	3	0	0	7	10
3	2	3	0	0	7	120
2	3	3	0	0	7	70
1	4	3	0	0	7	100
0	5	3	0	0	7	100
4	0	4	0	0	7	20
3	1	4	0	0	7	50
2	2	4	0	0	7	145
1	3	4	0	0	7	100
0	4	4	0	0	7	60
3	0	5	0	0	7	100
2	1	5	0	0	7	190
1	2	5	0	0	7	190
0	3	5	0	0	7	100
0	0	8	0	0	7	105
7	0	0	0	1	7	200
4	3	0	0	1	7	160
3	4	0	0	1	7	20
3	3	1	0	1	7	180
2	4	1	0	1	7	140
3	2	2	0	1	7	90
2	3	2	0	1	7	140
1	4	2	0	1	7	230
0	5	2	0	1	7	190
4	0	3	0	1	7	160
3	1	3	0	1	7	180
2	2	3	0	1	7	140
1	3	3	0	1	7	140
0	4	3	0	1	7	100
3	0	4	0	1	7	20
2	1	4	0	1	7	140
1	2	4	0	1	7	230
0	3	4	0	1	7	100
0	2	5	0	1	7	190
2	4	0	0	2	7	140
3	2	1	0	2	7	450
2	3	1	0	2	7	120
1	4	1	0	2	7	140
0	5	1	0	2	7	190
3	1	2	0	2	7	450
2	2	2	0	2	7	510
1	3	2	0	2	7	140
0	4	2	0	2	7	145
2	1	3	0	2	7	120
1	2	3	0	2	7	140
0	3	3	0	2	7	70
2	0	4	0	2	7	140
1	1	4	0	2	7	140
0	2	4	0	2	7	145
0	1	5	0	2	7	190
1	4	0	0	3	7	20
0	5	0	0	3	7	100
2	2	1	0	3	7	450
1	3	1	0	3	7	180
0	4	1	0	3	7	50
2	1	2	0	3	7	450
1	2	2	0	3	7	90
0	3	2	0	3	7	120
1	1	3	0	3	7	180
0	2	3	0	3	7	120
1	0	4	0	3	7	20
0	1	4	0	3	7	50
0	0	5	0	3	7	100
4	0	0	0	4	7	1850
1	3	0	0	4	7	160
0	4	0	0	4	7	20
0	3	1	0	4	7	10
0	2	2	0	4	7	155
1	0	3	0	4	7	160
0	1	3	0	4	7	10
0	0	4	0	4	7	20
0	2	1	0	5	7	70
0	1	2	0	5	7	70
1	0	0	0	7	7	200
3	4	0	0	0	8	70
0	7	0	0	0	8	105
4	2	1	0	0	8	40
3	3	1	0	0	8	30
2	4	1	0	0	8	100
4	1	2	0	0	8	40
3	2	2	0	0	8	50
2	3	2	0	0	8	25
1	4	2	0	0	8	100
3	1	3	0	0	8	30
2	2	3	0	0	8	25
1	3	3	0	0	8	60
0	4	3	0	0	8	70
3	0	4	0	0	8	70
2	1	4	0	0	8	100
1	2	4	0	0	8	100
0	3	4	0	0	8	70
0	0	7	0	0	8	105
3	2	1	0	1	8	90
2	3	1	0	1	8	60
3	1	2	0	1	8	90
2	2	2	0	1	8	25
1	3	2	0	1	8	100
0	4	2	0	1	8	100
2	1	3	0	1	8	60
1	2	3	0	1	8	100
0	3	3	0	1	8	60
0	2	4	0	1	8	100
5	0	0	0	2	8	510
2	3	0	0	2	8	140
1	3	1	0	2	8	60
0	4	1	0	2	8	100
1	2	2	0	2	8	25
0	3	2	0	2	8	25
2	0	3	0	2	8	140
1	1	3	0	2	8	60
0	2	3	0	2	8	25
0	1	4	0	2	8	100
0	4	0	0	3	8	70
1	2	1	0	3	8	90
0	3	1	0	3	8	30
1	1	2	0	3	8	90
0	2	2	0	3	8	50
0	1	3	0	3	8	30
0	0	4	0	3	8	70
0	2	1	0	4	8	40
0	1	2	0	4	8	40
2	0	0	0	5	8	510
6	0	0	0	0	9	40
3	3	0	0	0	9	60
0	6	0	0	0	9	80
2	3	1	0	0	9	50
1	3	2	0	0	9	50
3	0	3	0	0	9	60
2	1	3	0	0	9	50
1	2	3	0	0	9	50
0	3	3	0	0	9	60
0	0	6	0	0	9	80
2	2	1	0	1	9	50
2	1	2	0	1	9	50
1	2	2	0	1	9	90
0	3	2	0	1	9	50
0	2	3	0	1	9	50
1	2	1	0	2	9	50
0	3	1	0	2	9	50
1	1	2	0	2	9	50
0	1	3	0	2	9	50
3	0	0	0	3	9	370
0	3	0	0	3	9	60
0	0	3	0	3	9	60
0	0	0	0	6	9	40
0	5	0	0	0	10	40
2	2	1	0	0	10	15
2	1	2	0	0	10	15
1	2	2	0	0	10	15
0	0	5	0	0	10	40
4	0	0	0	1	10	55
0	2	2	0	1	10	15
0	2	1	0	2	10	15
0	1	2	0	2	10	15
1	0	0	0	4	10	55
0	4	0	0	0	11	20
0	0	4	0	0	11	20
2	0	0	0	2	11	40
3	0	0	0	0	12	10
0	3	0	0	0	12	10
0	0	3	0	0	12	10
0	0	0	0	3	12	10
0	0	0	0	0	15	1
7	4	3	1	0	0	20
6	5	3	1	0	0	20
5	6	3	1	0	0	20
4	7	3	1	0	0	20
7	3	4	1	0	0	20
6	4	4	1	0	0	100
5	5	4	1	0	0	80
4	6	4	1	0	0	105
3	7	4	1	0	0	160
0	10	4	1	0	0	55
6	3	5	1	0	0	20
5	4	5	1	0	0	80
4	5	5	1	0	0	40
5	3	6	1	0	0	20
4	4	6	1	0	0	105
4	3	7	1	0	0	20
3	4	7	1	0	0	160
0	7	7	1	0	0	200
0	4	10	1	0	0	55
8	3	2	1	1	0	30
7	4	2	1	1	0	90
6	5	2	1	1	0	140
5	6	2	1	1	0	210
4	7	2	1	1	0	140
3	8	2	1	1	0	60
2	9	2	1	1	0	50
8	2	3	1	1	0	30
7	3	3	1	1	0	100
6	4	3	1	1	0	240
5	5	3	1	1	0	300
4	6	3	1	1	0	220
3	7	3	1	1	0	180
2	8	3	1	1	0	90
7	2	4	1	1	0	90
6	3	4	1	1	0	240
5	4	4	1	1	0	280
4	5	4	1	1	0	270
3	6	4	1	1	0	180
6	2	5	1	1	0	140
5	3	5	1	1	0	300
4	4	5	1	1	0	270
3	5	5	1	1	0	240
2	6	5	1	1	0	320
5	2	6	1	1	0	210
4	3	6	1	1	0	220
3	4	6	1	1	0	180
2	5	6	1	1	0	320
4	2	7	1	1	0	140
3	3	7	1	1	0	180
3	2	8	1	1	0	60
2	3	8	1	1	0	90
2	2	9	1	1	0	50
10	2	0	1	2	0	15
9	3	0	1	2	0	50
8	4	0	1	2	0	100
7	5	0	1	2	0	190
6	6	0	1	2	0	250
5	7	0	1	2	0	190
4	8	0	1	2	0	100
3	9	0	1	2	0	50
2	10	0	1	2	0	15
8	3	1	1	2	0	50
7	4	1	1	2	0	100
6	5	1	1	2	0	230
5	6	1	1	2	0	400
4	7	1	1	2	0	230
3	8	1	1	2	0	100
2	9	1	1	2	0	90
10	0	2	1	2	0	15
7	3	2	1	2	0	150
6	4	2	1	2	0	200
5	5	2	1	2	0	280
4	6	2	1	2	0	380
3	7	2	1	2	0	140
2	8	2	1	2	0	25
1	9	2	1	2	0	50
9	0	3	1	2	0	50
8	1	3	1	2	0	50
7	2	3	1	2	0	150
6	3	3	1	2	0	480
5	4	3	1	2	0	690
4	5	3	1	2	0	750
3	6	3	1	2	0	350
2	7	3	1	2	0	90
1	8	3	1	2	0	90
8	0	4	1	2	0	100
7	1	4	1	2	0	100
6	2	4	1	2	0	200
5	3	4	1	2	0	690
4	4	4	1	2	0	710
3	5	4	1	2	0	690
2	6	4	1	2	0	460
7	0	5	1	2	0	190
6	1	5	1	2	0	230
5	2	5	1	2	0	280
4	3	5	1	2	0	750
3	4	5	1	2	0	690
2	5	5	1	2	0	420
1	6	5	1	2	0	320
6	0	6	1	2	0	250
5	1	6	1	2	0	400
4	2	6	1	2	0	380
3	3	6	1	2	0	350
2	4	6	1	2	0	460
1	5	6	1	2	0	320
5	0	7	1	2	0	190
4	1	7	1	2	0	230
3	2	7	1	2	0	140
2	3	7	1	2	0	90
4	0	8	1	2	0	100
3	1	8	1	2	0	100
2	2	8	1	2	0	25
1	3	8	1	2	0	90
3	0	9	1	2	0	50
2	1	9	1	2	0	90
1	2	9	1	2	0	50
2	0	10	1	2	0	15
8	3	0	1	3	0	30
7	4	0	1	3	0	50
6	5	0	1	3	0	100
5	6	0	1	3	0	170
4	7	0	1	3	0	100
3	8	0	1	3	0	60
2	9	0	1	3	0	50
6	4	1	1	3	0	150
5	5	1	1	3	0	240
4	6	1	1	3	0	130
3	7	1	1	3	0	140
2	8	1	1	3	0	100
7	2	2	1	3	0	220
6	3	2	1	3	0	350
5	4	2	1	3	0	660
4	5	2	1	3	0	900
3	6	2	1	3	0	290
2	7	2	1	3	0	140
1	8	2	1	3	0	60
8	0	3	1	3	0	30
6	2	3	1	3	0	350
5	3	3	1	3	0	1100
4	4	3	1	3	0	1270
3	5	3	1	3	0	960
2	6	3	1	3	0	350
1	7	3	1	3	0	180
7	0	4	1	3	0	50
6	1	4	1	3	0	150
5	2	4	1	3	0	660
4	3	4	1	3	0	1270
3	4	4	1	3	0	1920
2	5	4	1	3	0	690
1	6	4	1	3	0	180
0	7	4	1	3	0	160
6	0	5	1	3	0	100
5	1	5	1	3	0	240
4	2	5	1	3	0	900
3	3	5	1	3	0	960
2	4	5	1	3	0	690
1	5	5	1	3	0	240
5	0	6	1	3	0	170
4	1	6	1	3	0	130
3	2	6	1	3	0	290
2	3	6	1	3	0	350
1	4	6	1	3	0	180
4	0	7	1	3	0	100
3	1	7	1	3	0	140
2	2	7	1	3	0	140
1	3	7	1	3	0	180
0	4	7	1	3	0	160
3	0	8	1	3	0	60
2	1	8	1	3	0	100
1	2	8	1	3	0	60
2	0	9	1	3	0	50
8	2	0	1	4	0	40
7	3	0	1	4	0	10
6	4	0	1	4	0	70
5	5	0	1	4	0	170
4	6	0	1	4	0	70
3	7	0	1	4	0	100
2	8	0	1	4	0	100
7	2	1	1	4	0	110
6	3	1	1	4	0	120
5	4	1	1	4	0	430
4	5	1	1	4	0	460
3	6	1	1	4	0	130
2	7	1	1	4	0	230
8	0	2	1	4	0	40
7	1	2	1	4	0	110
6	2	2	1	4	0	290
5	3	2	1	4	0	790
4	4	2	1	4	0	1195
3	5	2	1	4	0	900
2	6	2	1	4	0	380
1	7	2	1	4	0	140
7	0	3	1	4	0	10
6	1	3	1	4	0	120
5	2	3	1	4	0	790
4	3	3	1	4	0	940
3	4	3	1	4	0	1270
2	5	3	1	4	0	750
1	6	3	1	4	0	220
0	7	3	1	4	0	20
6	0	4	1	4	0	70
5	1	4	1	4	0	430
4	2	4	1	4	0	1195
3	3	4	1	4	0	1270
2	4	4	1	4	0	710
1	5	4	1	4	0	270
0	6	4	1	4	0	105
5	0	5	1	4	0	170
4	1	5	1	4	0	460
3	2	5	1	4	0	900
2	3	5	1	4	0	750
1	4	5	1	4	0	270
0	5	5	1	4	0	40
4	0	6	1	4	0	70
3	1	6	1	4	0	130
2	2	6	1	4	0	380
1	3	6	1	4	0	220
0	4	6	1	4	0	105
3	0	7	1	4	0	100
2	1	7	1	4	0	230
1	2	7	1	4	0	140
0	3	7	1	4	0	20
2	0	8	1	4	0	100
7	2	0	1	5	0	70
6	3	0	1	5	0	140
5	4	0	1	5	0	220
4	5	0	1	5	0	170
3	6	0	1	5	0	170
2	7	0	1	5	0	190
6	2	1	1	5	0	80
5	3	1	1	5	0	500
4	4	1	1	5	0	430
3	5	1	1	5	0	240
2	6	1	1	5	0	400
7	0	2	1	5	0	70
6	1	2	1	5	0	80
5	2	2	1	5	0	140
4	3	2	1	5	0	790
3	4	2	1	5	0	660
2	5	2	1	5	0	280
1	6	2	1	5	0	210
6	0	3	1	5	0	140
5	1	3	1	5	0	500
4	2	3	1	5	0	790
3	3	3	1	5	0	1100
2	4	3	1	5	0	690
1	5	3	1	5	0	300
0	6	3	1	5	0	20
5	0	4	1	5	0	220
4	1	4	1	5	0	430
3	2	4	1	5	0	660
2	3	4	1	5	0	690
1	4	4	1	5	0	280
0	5	4	1	5	0	80
4	0	5	1	5	0	170
3	1	5	1	5	0	240
2	2	5	1	5	0	280
1	3	5	1	5	0	300
0	4	5	1	5	0	80
3	0	6	1	5	0	170
2	1	6	1	5	0	400
1	2	6	1	5	0	210
0	3	6	1	5	0	20
2	0	7	1	5	0	190
5	3	0	1	6	0	140
4	4	0	1	6	0	70
3	5	0	1	6	0	100
2	6	0	1	6	0	250
6	1	1	1	6	0	120
5	2	1	1	6	0	80
4	3	1	1	6	0	120
3	4	1	1	6	0	150
2	5	1	1	6	0	230
5	1	2	1	6	0	80
4	2	2	1	6	0	290
3	3	2	1	6	0	350
2	4	2	1	6	0	200
1	5	2	1	6	0	140
5	0	3	1	6	0	140
4	1	3	1	6	0	120
3	2	3	1	6	0	350
2	3	3	1	6	0	480
1	4	3	1	6	0	240
0	5	3	1	6	0	20
4	0	4	1	6	0	70
3	1	4	1	6	0	150
2	2	4	1	6	0	200
1	3	4	1	6	0	240
0	4	4	1	6	0	100
3	0	5	1	6	0	100
2	1	5	1	6	0	230
1	2	5	1	6	0	140
0	3	5	1	6	0	20
2	0	6	1	6	0	250
5	2	0	1	7	0	70
4	3	0	1	7	0	10
3	4	0	1	7	0	50
2	5	0	1	7	0	190
4	2	1	1	7	0	110
2	4	1	1	7	0	100
5	0	2	1	7	0	70
4	1	2	1	7	0	110
3	2	2	1	7	0	220
2	3	2	1	7	0	150
1	4	2	1	7	0	90
4	0	3	1	7	0	10
2	2	3	1	7	0	150
1	3	3	1	7	0	100
0	4	3	1	7	0	20
3	0	4	1	7	0	50
2	1	4	1	7	0	100
1	2	4	1	7	0	90
0	3	4	1	7	0	20
2	0	5	1	7	0	190
4	2	0	1	8	0	40
3	3	0	1	8	0	30
2	4	0	1	8	0	100
2	3	1	1	8	0	50
4	0	2	1	8	0	40
1	3	2	1	8	0	30
3	0	3	1	8	0	30
2	1	3	1	8	0	50
1	2	3	1	8	0	30
2	0	4	1	8	0	100
2	3	0	1	9	0	50
2	0	3	1	9	0	50
2	2	0	1	10	0	15
2	0	2	1	10	0	15
8	3	2	1	0	1	30
7	4	2	1	0	1	90
6	5	2	1	0	1	140
5	6	2	1	0	1	210
4	7	2	1	0	1	140
3	8	2	1	0	1	60
2	9	2	1	0	1	50
8	2	3	1	0	1	30
7	3	3	1	0	1	100
6	4	3	1	0	1	240
5	5	3	1	0	1	300
4	6	3	1	0	1	220
3	7	3	1	0	1	180
2	8	3	1	0	1	90
7	2	4	1	0	1	90
6	3	4	1	0	1	240
5	4	4	1	0	1	280
4	5	4	1	0	1	270
3	6	4	1	0	1	180
6	2	5	1	0	1	140
5	3	5	1	0	1	300
4	4	5	1	0	1	270
3	5	5	1	0	1	240
2	6	5	1	0	1	320
5	2	6	1	0	1	210
4	3	6	1	0	1	220
3	4	6	1	0	1	180
2	5	6	1	0	1	320
4	2	7	1	0	1	140
3	3	7	1	0	1	180
3	2	8	1	0	1	60
2	3	8	1	0	1	90
2	2	9	1	0	1	50
7	4	1	1	1	1	120
6	5	1	1	1	1	120
5	6	1	1	1	1	120
4	7	1	1	1	1	120
8	2	2	1	1	1	160
7	3	2	1	1	1	360
6	4	2	1	1	1	810
5	5	2	1	1	1	1200
4	6	2	1	1	1	770
3	7	2	1	1	1	340
2	8	2	1	1	1	160
7	2	3	1	1	1	360
6	3	3	1	1	1	1120
5	4	3	1	1	1	1420
4	5	3	1	1	1	1340
3	6	3	1	1	1	1180
2	7	3	1	1	1	420
7	1	4	1	1	1	120
6	2	4	1	1	1	810
5	3	4	1	1	1	1420
4	4	4	1	1	1	2280
3	5	4	1	1	1	1060
2	6	4	1	1	1	550
1	7	4	1	1	1	780
6	1	5	1	1	1	120
5	2	5	1	1	1	1200
4	3	5	1	1	1	1340
3	4	5	1	1	1	1060
2	5	5	1	1	1	1140
5	1	6	1	1	1	120
4	2	6	1	1	1	770
3	3	6	1	1	1	1180
2	4	6	1	1	1	550
4	1	7	1	1	1	120
3	2	7	1	1	1	340
2	3	7	1	1	1	420
1	4	7	1	1	1	780
2	2	8	1	1	1	160
9	2	0	1	2	1	50
8	3	0	1	2	1	60
7	4	0	1	2	1	140
6	5	0	1	2	1	210
5	6	0	1	2	1	140
4	7	0	1	2	1	90
3	8	0	1	2	1	30
8	2	1	1	2	1	160
7	3	1	1	2	1	340
6	4	1	1	2	1	770
5	5	1	1	2	1	1200
4	6	1	1	2	1	810
3	7	1	1	2	1	360
2	8	1	1	2	1	160
9	0	2	1	2	1	50
8	1	2	1	2	1	160
7	2	2	1	2	1	540
6	3	2	1	2	1	1600
5	4	2	1	2	1	2790
4	5	2	1	2	1	2790
3	6	2	1	2	1	1600
2	7	2	1	2	1	540
1	8	2	1	2	1	160
0	9	2	1	2	1	50
8	0	3	1	2	1	60
7	1	3	1	2	1	340
6	2	3	1	2	1	1600
5	3	3	1	2	1	2420
4	4	3	1	2	1	3880
3	5	3	1	2	1	3580
2	6	3	1	2	1	960
1	7	3	1	2	1	420
0	8	3	1	2	1	90
7	0	4	1	2	1	140
6	1	4	1	2	1	770
5	2	4	1	2	1	2790
4	3	4	1	2	1	3880
3	4	4	1	2	1	3280
2	5	4	1	2	1	2340
1	6	4	1	2	1	550
6	0	5	1	2	1	210
5	1	5	1	2	1	1200
4	2	5	1	2	1	2790
3	3	5	1	2	1	3580
2	4	5	1	2	1	2340
1	5	5	1	2	1	1140
0	6	5	1	2	1	320
5	0	6	1	2	1	140
4	1	6	1	2	1	810
3	2	6	1	2	1	1600
2	3	6	1	2	1	960
1	4	6	1	2	1	550
0	5	6	1	2	1	320
4	0	7	1	2	1	90
3	1	7	1	2	1	360
2	2	7	1	2	1	540
1	3	7	1	2	1	420
3	0	8	1	2	1	30
2	1	8	1	2	1	160
1	2	8	1	2	1	160
0	3	8	1	2	1	90
0	2	9	1	2	1	50
8	2	0	1	3	1	90
7	3	0	1	3	1	180
6	4	0	1	3	1	220
5	5	0	1	3	1	300
4	6	0	1	3	1	240
3	7	0	1	3	1	100
2	8	0	1	3	1	30
7	2	1	1	3	1	420
6	3	1	1	3	1	1180
5	4	1	1	3	1	1340
4	5	1	1	3	1	1420
3	6	1	1	3	1	1120
2	7	1	1	3	1	360
8	0	2	1	3	1	90
7	1	2	1	3	1	420
6	2	2	1	3	1	960
5	3	2	1	3	1	3580
4	4	2	1	3	1	3880
3	5	2	1	3	1	2420
2	6	2	1	3	1	1600
1	7	2	1	3	1	340
0	8	2	1	3	1	60
7	0	3	1	3	1	180
6	1	3	1	3	1	1180
5	2	3	1	3	1	3580
4	3	3	1	3	1	6320
3	4	3	1	3	1	6320
2	5	3	1	3	1	3580
1	6	3	1	3	1	1180
0	7	3	1	3	1	180
6	0	4	1	3	1	220
5	1	4	1	3	1	1340
4	2	4	1	3	1	3880
3	3	4	1	3	1	6320
2	4	4	1	3	1	3280
1	5	4	1	3	1	1060
0	6	4	1	3	1	180
5	0	5	1	3	1	300
4	1	5	1	3	1	1420
3	2	5	1	3	1	2420
2	3	5	1	3	1	3580
1	4	5	1	3	1	1060
0	5	5	1	3	1	240
4	0	6	1	3	1	240
3	1	6	1	3	1	1120
2	2	6	1	3	1	1600
1	3	6	1	3	1	1180
0	4	6	1	3	1	180
3	0	7	1	3	1	100
2	1	7	1	3	1	360
1	2	7	1	3	1	340
0	3	7	1	3	1	180
2	0	8	1	3	1	30
0	2	8	1	3	1	60
6	3	0	1	4	1	180
5	4	0	1	4	1	270
4	5	0	1	4	1	280
3	6	0	1	4	1	240
2	7	0	1	4	1	90
7	1	1	1	4	1	780
6	2	1	1	4	1	550
5	3	1	1	4	1	1060
4	4	1	1	4	1	2280
3	5	1	1	4	1	1420
2	6	1	1	4	1	810
1	7	1	1	4	1	120
6	1	2	1	4	1	550
5	2	2	1	4	1	2340
4	3	2	1	4	1	3280
3	4	2	1	4	1	3880
2	5	2	1	4	1	2790
1	6	2	1	4	1	770
0	7	2	1	4	1	140
6	0	3	1	4	1	180
5	1	3	1	4	1	1060
4	2	3	1	4	1	3280
3	3	3	1	4	1	6320
2	4	3	1	4	1	3880
1	5	3	1	4	1	1340
0	6	3	1	4	1	220
5	0	4	1	4	1	270
4	1	4	1	4	1	2280
3	2	4	1	4	1	3880
2	3	4	1	4	1	3880
1	4	4	1	4	1	2280
0	5	4	1	4	1	270
4	0	5	1	4	1	280
3	1	5	1	4	1	1420
2	2	5	1	4	1	2790
1	3	5	1	4	1	1340
0	4	5	1	4	1	270
3	0	6	1	4	1	240
2	1	6	1	4	1	810
1	2	6	1	4	1	770
0	3	6	1	4	1	220
2	0	7	1	4	1	90
1	1	7	1	4	1	120
0	2	7	1	4	1	140
6	2	0	1	5	1	320
5	3	0	1	5	1	240
4	4	0	1	5	1	270
3	5	0	1	5	1	300
2	6	0	1	5	1	140
5	2	1	1	5	1	1140
4	3	1	1	5	1	1060
3	4	1	1	5	1	1340
2	5	1	1	5	1	1200
1	6	1	1	5	1	120
6	0	2	1	5	1	320
5	1	2	1	5	1	1140
4	2	2	1	5	1	2340
3	3	2	1	5	1	3580
2	4	2	1	5	1	2790
1	5	2	1	5	1	1200
0	6	2	1	5	1	210
5	0	3	1	5	1	240
4	1	3	1	5	1	1060
3	2	3	1	5	1	3580
2	3	3	1	5	1	2420
1	4	3	1	5	1	1420
0	5	3	1	5	1	300
4	0	4	1	5	1	270
3	1	4	1	5	1	1340
2	2	4	1	5	1	2790
1	3	4	1	5	1	1420
0	4	4	1	5	1	280
3	0	5	1	5	1	300
2	1	5	1	5	1	1200
1	2	5	1	5	1	1200
0	3	5	1	5	1	300
2	0	6	1	5	1	140
1	1	6	1	5	1	120
0	2	6	1	5	1	210
5	2	0	1	6	1	320
4	3	0	1	6	1	180
3	4	0	1	6	1	220
2	5	0	1	6	1	210
4	2	1	1	6	1	550
3	3	1	1	6	1	1180
2	4	1	1	6	1	770
1	5	1	1	6	1	120
5	0	2	1	6	1	320
4	1	2	1	6	1	550
3	2	2	1	6	1	960
2	3	2	1	6	1	1600
1	4	2	1	6	1	810
0	5	2	1	6	1	140
4	0	3	1	6	1	180
3	1	3	1	6	1	1180
2	2	3	1	6	1	1600
1	3	3	1	6	1	1120
0	4	3	1	6	1	240
3	0	4	1	6	1	220
2	1	4	1	6	1	770
1	2	4	1	6	1	810
0	3	4	1	6	1	240
2	0	5	1	6	1	210
1	1	5	1	6	1	120
0	2	5	1	6	1	140
3	3	0	1	7	1	180
2	4	0	1	7	1	140
4	1	1	1	7	1	780
3	2	1	1	7	1	420
2	3	1	1	7	1	340
1	4	1	1	7	1	120
3	1	2	1	7	1	420
2	2	2	1	7	1	540
1	3	2	1	7	1	360
0	4	2	1	7	1	90
3	0	3	1	7	1	180
2	1	3	1	7	1	340
1	2	3	1	7	1	360
0	3	3	1	7	1	100
2	0	4	1	7	1	140
1	1	4	1	7	1	120
0	2	4	1	7	1	90
3	2	0	1	8	1	90
2	3	0	1	8	1	60
2	2	1	1	8	1	160
3	0	2	1	8	1	90
2	1	2	1	8	1	160
1	2	2	1	8	1	160
0	3	2	1	8	1	30
2	0	3	1	8	1	60
0	2	3	1	8	1	30
2	2	0	1	9	1	50
2	0	2	1	9	1	50
10	2	0	1	0	2	15
9	3	0	1	0	2	50
8	4	0	1	0	2	100
7	5	0	1	0	2	190
6	6	0	1	0	2	250
5	7	0	1	0	2	190
4	8	0	1	0	2	100
3	9	0	1	0	2	50
2	10	0	1	0	2	15
8	3	1	1	0	2	50
7	4	1	1	0	2	100
6	5	1	1	0	2	230
5	6	1	1	0	2	400
4	7	1	1	0	2	230
3	8	1	1	0	2	100
2	9	1	1	0	2	90
10	0	2	1	0	2	15
7	3	2	1	0	2	150
6	4	2	1	0	2	200
5	5	2	1	0	2	280
4	6	2	1	0	2	380
3	7	2	1	0	2	140
2	8	2	1	0	2	25
1	9	2	1	0	2	50
9	0	3	1	0	2	50
8	1	3	1	0	2	50
7	2	3	1	0	2	150
6	3	3	1	0	2	480
5	4	3	1	0	2	690
4	5	3	1	0	2	750
3	6	3	1	0	2	350
2	7	3	1	0	2	90
1	8	3	1	0	2	90
8	0	4	1	0	2	100
7	1	4	1	0	2	100
6	2	4	1	0	2	200
5	3	4	1	0	2	690
4	4	4	1	0	2	710
3	5	4	1	0	2	690
2	6	4	1	0	2	460
7	0	5	1	0	2	190
6	1	5	1	0	2	230
5	2	5	1	0	2	280
4	3	5	1	0	2	750
3	4	5	1	0	2	690
2	5	5	1	0	2	420
1	6	5	1	0	2	320
6	0	6	1	0	2	250
5	1	6	1	0	2	400
4	2	6	1	0	2	380
3	3	6	1	0	2	350
2	4	6	1	0	2	460
1	5	6	1	0	2	320
5	0	7	1	0	2	190
4	1	7	1	0	2	230
3	2	7	1	0	2	140
2	3	7	1	0	2	90
4	0	8	1	0	2	100
3	1	8	1	0	2	100
2	2	8	1	0	2	25
1	3	8	1	0	2	90
3	0	9	1	0	2	50
2	1	9	1	0	2	90
1	2	9	1	0	2	50
2	0	10	1	0	2	15
9	2	0	1	1	2	50
8	3	0	1	1	2	60
7	4	0	1	1	2	140
6	5	0	1	1	2	210
5	6	0	1	1	2	140
4	7	0	1	1	2	90
3	8	0	1	1	2	30
8	2	1	1	1	2	160
7	3	1	1	1	2	340
6	4	1	1	1	2	770
5	5	1	1	1	2	1200
4	6	1	1	1	2	810
3	7	1	1	1	2	360
2	8	1	1	1	2	160
9	0	2	1	1	2	50
8	1	2	1	1	2	160
7	2	2	1	1	2	540
6	3	2	1	1	2	1600
5	4	2	1	1	2	2790
4	5	2	1	1	2	2790
3	6	2	1	1	2	1600
2	7	2	1	1	2	540
1	8	2	1	1	2	160
0	9	2	1	1	2	50
8	0	3	1	1	2	60
7	1	3	1	1	2	340
6	2	3	1	1	2	1600
5	3	3	1	1	2	2420
4	4	3	1	1	2	3880
3	5	3	1	1	2	3580
2	6	3	1	1	2	960
1	7	3	1	1	2	420
0	8	3	1	1	2	90
7	0	4	1	1	2	140
6	1	4	1	1	2	770
5	2	4	1	1	2	2790
4	3	4	1	1	2	3880
3	4	4	1	1	2	3280
2	5	4	1	1	2	2340
1	6	4	1	1	2	550
6	0	5	1	1	2	210
5	1	5	1	1	2	1200
4	2	5	1	1	2	2790
3	3	5	1	1	2	3580
2	4	5	1	1	2	2340
1	5	5	1	1	2	1140
0	6	5	1	1	2	320
5	0	6	1	1	2	140
4	1	6	1	1	2	810
3	2	6	1	1	2	1600
2	3	6	1	1	2	960
1	4	6	1	1	2	550
0	5	6	1	1	2	320
4	0	7	1	1	2	90
3	1	7	1	1	2	360
2	2	7	1	1	2	540
1	3	7	1	1	2	420
3	0	8	1	1	2	30
2	1	8	1	1	2	160
1	2	8	1	1	2	160
0	3	8	1	1	2	90
0	2	9	1	1	2	50
7	3	0	1	2	2	120
6	4	0	1	2	2	250
5	5	0	1	2	2	220
4	6	0	1	2	2	215
3	7	0	1	2	2	140
0	10	0	1	2	2	15
8	1	1	1	2	2	480
7	2	1	1	2	2	420
6	3	1	1	2	2	1260
5	4	1	1	2	2	3900
4	5	1	1	2	2	2910
3	6	1	1	2	2	1280
2	7	1	1	2	2	900
1	8	1	1	2	2	160
0	9	1	1	2	2	90
7	1	2	1	2	2	420
6	2	2	1	2	2	1780
5	3	2	1	2	2	3400
4	4	2	1	2	2	6030
3	5	2	1	2	2	4840
2	6	2	1	2	2	1200
1	7	2	1	2	2	540
0	8	2	1	2	2	25
7	0	3	1	2	2	120
6	1	3	1	2	2	1260
5	2	3	1	2	2	3400
