e	t	c	r2	u	s2	w	numerator	denominator
6	3	0	0	2	0	0	14040	1
6	3	0	1	0	2	0	1650	1
6	3	0	2	0	1	0	3340	1
6	3	0	3	0	0	0	4015	2
6	3	1	0	1	1	0	2280	1
6	3	1	1	1	0	0	-18720	1
6	3	2	0	0	2	0	6120	1
6	3	2	1	0	1	0	10500	1
6	3	2	2	0	0	0	2500	1
6	3	3	0	1	0	0	8520	1
6	3	4	0	0	1	0	2760	1
6	3	4	1	0	0	0	2250	1
6	4	0	0	1	1	0	20520	1
6	4	0	1	1	0	0	18360	1
6	4	1	0	0	2	0	5430	1
6	4	1	1	0	1	0	19110	1
6	4	1	2	0	0	0	3615	2
6	4	2	0	1	0	0	10020	1
6	4	3	0	0	1	0	6540	1
6	4	3	1	0	0	0	9090	1
6	5	0	0	0	2	0	1620	1
6	5	0	1	0	1	0	13830	1
6	5	0	2	0	0	0	5940	1
6	5	1	0	1	0	0	-19800	1
6	5	2	0	0	1	0	9000	1
6	5	2	1	0	0	0	15030	1
6	6	0	0	1	0	0	5130	1
6	6	1	0	0	1	0	7620	1
6	6	1	1	0	0	0	11070	1
6	7	0	0	0	1	0	2880	1
6	7	0	1	0	0	0	5670	1
7	0	0	0	0	4	0	1450	1
7	0	0	0	2	1	0	-1140	1
7	0	0	1	2	0	0	720	1
7	0	0	2	0	2	0	340	1
7	0	0	3	0	1	0	-80	1
7	0	0	4	0	0	0	35	8
7	0	1	0	1	2	0	-12360	1
7	0	1	1	1	1	0	870	1
7	0	1	2	1	0	0	195	1
7	0	2	0	0	3	0	-13000	1
7	0	2	0	2	0	0	-1320	1
7	0	2	2	0	1	0	250	1
7	0	3	0	1	1	0	6240	1
7	0	3	1	1	0	0	-270	1
7	0	4	0	0	2	0	11100	1
7	0	4	2	0	0	0	110	1
7	0	5	0	1	0	0	-600	1
7	0	6	0	0	1	0	-1800	1
7	1	0	0	1	2	0	-2100	1
7	1	0	1	1	1	0	-2760	1
7	1	0	2	1	0	0	1455	1
7	1	1	0	2	0	0	-5880	1
7	1	1	1	0	2	0	-540	1
7	1	1	2	0	1	0	2100	1
7	1	1	3	0	0	0	255	1
7	1	2	0	1	1	0	-3720	1
7	1	2	1	1	0	0	-4080	1
7	1	3	1	0	1	0	360	1
7	1	3	2	0	0	0	420	1
7	1	4	0	1	0	0	-420	1
7	1	5	1	0	0	0	180	1
7	2	0	0	2	0	0	10980	1
7	2	0	1	0	2	0	480	1
7	2	0	2	0	1	0	-180	1
7	2	0	3	0	0	0	765	1
7	2	1	0	1	1	0	7560	1
7	2	1	1	1	0	0	-4830	1
7	2	2	1	0	1	0	-1320	1
7	2	2	2	0	0	0	120	1
7	2	3	0	1	0	0	3960	1
7	2	4	1	0	0	0	600	1
7	3	0	0	1	1	0	9780	1
7	3	0	1	1	0	0	13770	1
7	3	1	0	0	2	0	2040	1
7	3	1	1	0	1	0	6900	1
7	3	1	2	0	0	0	300	1
7	3	2	0	1	0	0	60	1
7	3	3	0	0	1	0	2640	1
7	3	3	1	0	0	0	2700	1
7	4	0	0	0	2	0	420	1
7	4	0	1	0	1	0	6600	1
7	4	0	2	0	0	0	4020	1
7	4	1	0	1	0	0	-16080	1
7	4	2	0	0	1	0	3120	1
7	4	2	1	0	0	0	6180	1
7	5	0	0	1	0	0	7920	1
7	5	1	0	0	1	0	3240	1
7	5	1	1	0	0	0	4620	1
7	6	0	0	0	1	0	2280	1
7	6	0	1	0	0	0	4140	1
8	0	0	0	1	2	0	1200	1
8	0	0	1	1	1	0	-345	1
8	0	0	2	1	0	0	665	4
8	0	1	0	0	3	0	3060	1
8	0	1	0	2	0	0	-420	1
8	0	1	2	0	1	0	485	2
8	0	1	3	0	0	0	35	1
8	0	2	0	1	1	0	-3240	1
8	0	2	1	1	0	0	-405	1
8	0	3	0	0	2	0	-5100	1
8	0	3	2	0	0	0	35	2
8	0	4	0	1	0	0	120	1
8	0	5	0	0	1	0	1020	1
8	1	0	0	2	0	0	3255	1
8	1	0	1	0	2	0	180	1
8	1	0	2	0	1	0	-315	1
8	1	0	3	0	0	0	665	4
8	1	1	0	1	1	0	2400	1
8	1	1	1	1	0	0	-330	1
8	1	2	1	0	1	0	-360	1
8	1	2	2	0	0	0	-135	1
8	1	3	0	1	0	0	1200	1
8	1	4	1	0	0	0	180	1
8	2	0	0	1	1	0	2070	1
8	2	0	1	1	0	0	11235	2
8	2	1	1	0	1	0	3180	1
8	2	1	2	0	0	0	90	1
8	2	2	0	1	0	0	-1170	1
8	2	3	1	0	0	0	900	1
8	3	0	0	0	2	0	300	1
8	3	0	1	0	1	0	1770	1
8	3	0	2	0	0	0	3955	2
8	3	1	0	1	0	0	-7140	1
8	3	2	0	0	1	0	1080	1
8	3	2	1	0	0	0	1530	1
8	4	0	0	1	0	0	6825	1
8	4	1	0	0	1	0	1410	1
8	4	1	1	0	0	0	1200	1
8	5	0	0	0	1	0	720	1
8	5	0	1	0	0	0	2625	1
9	0	0	0	0	3	0	-290	1
9	0	0	0	2	0	0	420	1
9	0	0	2	0	1	0	-145	2
9	0	0	3	0	0	0	25	2
9	0	1	0	1	1	0	1380	1
9	0	1	1	1	0	0	50	1
9	0	2	0	0	2	0	2310	1
9	0	2	2	0	0	0	-55	2
9	0	3	0	1	0	0	60	1
9	0	4	0	0	1	0	90	1
9	1	0	0	1	1	0	240	1
9	1	0	1	1	0	0	1290	1
9	1	1	1	0	1	0	1080	1
9	1	1	2	0	0	0	50	1
9	1	2	0	1	0	0	-840	1
9	1	3	1	0	0	0	360	1
9	2	0	1	0	1	0	300	1
9	2	0	2	0	0	0	645	1
9	2	1	0	1	0	0	-2100	1
9	2	2	1	0	0	0	300	1
9	3	0	0	1	0	0	3540	1
9	3	1	0	0	1	0	480	1
9	3	1	1	0	0	0	200	1
9	4	0	0	0	1	0	330	1
9	4	0	1	0	0	0	1290	1
10	0	0	0	1	1	0	-90	1
10	0	0	1	1	0	0	100	1
10	0	1	0	0	2	0	-330	1
10	0	1	2	0	0	0	15	2
10	0	2	0	1	0	0	-90	1
10	0	3	0	0	1	0	220	1
10	1	0	2	0	0	0	100	1
10	1	1	0	1	0	0	-180	1
10	2	0	0	1	0	0	1200	1
10	3	0	0	0	1	0	180	1
10	3	0	1	0	0	0	400	1
11	0	0	0	0	2	0	40	1
11	0	0	2	0	0	0	10	1
11	0	2	0	0	1	0	-80	1
11	1	0	0	1	0	0	240	1
11	2	0	1	0	0	0	120	1
12	0	0	0	1	0	0	30	1
12	0	1	0	0	1	0	60	1
12	1	0	1	0	0	0	30	1
